,Unnamed: 0,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
499,499,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4728/9781472801463.jpg,The Imperial Japanese Navy in the Pacific War,Mark Stille,Hardback,4.0,33.0,$,37.1,9781472801463,Transport,dataset/Transport/0000500.jpg,"The Imperial Japanese Navy (IJN) was the third most powerful navy in the world at the start of World War II, and came to dominate the Pacific in the early months of the war. This was a remarkable turnaround for a navy that only began to modernize in 1868, although defeats inflicted on the Russians and Chinese in successive wars at the turn of the century gave a sense of the threat the IJN was to pose. Bringing together for the first time material previously published in Osprey series books, and with the addition of new writing making use of the most recent research, this book details the Japanese ships which fought in the Pacific and examines the principles on which they were designed, how they were armed, when and where they were deployed and how effective they were in battle. A valuable reference source for Pacific War enthusiasts and historians, The Imperial Japanese Navy in the Pacific War provides a history of the IJN's deployment and engagements, analysis of the evolution of strategy and tactics, and finally addresses the question of whether it truly was a modern navy, fully prepared for the rigors of combat in the Pacific."
500,500,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0994/9780099435921.jpg,Skeletons On The Zahara,Dean King,Paperback,4.0,11.04,$,12.4,9780099435921,Transport,dataset/Transport/0000501.jpg,"A crucial, forgotten chapter of American history--immortalized in a survivor's firsthand account that became one of the bestselling books in 19th-century America and influenced Abraham Lincoln's thoughts on slavery--is brilliantly retold for a new generation."
501,501,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6285/9789628563784.jpg,Carrying Cambodia,Conor Wall,Paperback,4.0,16.13,$,20.1,9789628563784,Transport,dataset/Transport/0000502.jpg,
502,502,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3073/9780307356611.jpg,The Fat Mexican,Alex Caine,Paperback,3.5,15.86,$,18.0,9780307356611,Transport,dataset/Transport/0000503.jpg,The compelling story of the rise and rule of one of the world's most feared outlaw motorcycle gangs - in the bestselling tradition of Dead Man Running and The Brotherhoods.
503,503,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7830/9781783030415.jpg,Airbus A380: A History,Graham Simons,Hardback,4.0,27.63,$,31.4,9781783030415,Transport,dataset/Transport/0000504.jpg,"Every 7 minutes, an A380 takes off or lands somewhere in the world...The Airbus was initially designed and developed in order to provide a contender to the Boeing's growing monopoly of the skies in the biggest large-aircraft market in the world. Ambitious in design, the undertaking seemed mammoth. Yet scores of aviation engineers and pilots worked to get the design off the ground and the Airbus in our skies. This double-decker, wide-body, 4 engine jet airliner promised to redefine expectations when it came to commercial flight. Five years on from its launch, Graham Simons provides us with this, an impressively illustrated narrative history of the craft, its achievements, and the legacy it looks set to provide to a new generation of aviation engineers, enthusiasts and passengers.Operated by airlines such as Emirates, Singapore Airlines, Quantas and Lufthansa, the story of the A380 could be said to represent the story of modern-day travel itself, characterised by major technological advances across the world that constantly push the boundaries of expectation. Sure to appeal broadly across the market, this is very much a commemorative volume, preserving the history of this iconic craft in words and images."
504,504,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5639/9781563928826.jpg,Toyota Landcruiser 2005-07,Haynes Publishing,Paperback,0.0,26.11,$,27.5,9781563928826,Transport,dataset/Transport/0000505.jpg,"The director of the American-Afghan war describes how he orchestrated the defeat of the Taliban in the region by forging separate alliances with warlords, Taliban dissidents, and the Pakistani intelligence service."
505,505,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8612/9781861264596.jpg,Waffen-ss (europa Militaria 6),Andrew Steven,Paperback,4.0,19.77,$,,9781861264596,Transport,dataset/Transport/0000506.jpg,"An exciting series that features the soldier, both modern and historical. Each volume captures the men, their uniforms, their equipment and their weapons. Rare Waffen-SS uniforms, insignia, combat equipment, and weapons from several private collections."
506,506,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7478/9780747812272.jpg,The Tube,Oliver Green,Hardback,3.5,8.81,$,10.3,9780747812272,Transport,dataset/Transport/0000507.jpg,"This inspiring guidebook supports teachers seeking to create an emotionally safe learning environment where academic excellence thrives. In this first complete curriculum for teaching Nonviolent Communication (NVC) to elementary age students, lessons supply instruction for creating a community of reverence, self-awareness, and mindfulness. The relationship-centered classroom model aids in building trust, reducing conflict, improving cooperation, and maximizing the potential of each student. Specific tips for teaching nonviolent skill sets are provided, and educators are assisted in building connections among diverse populations, cultivating self-awareness, and rewarding reflective thinking. Customizable exercises, activities, charts and cutouts make it easy for educators to create lesson plans for a day, a week or an entire school year."
507,507,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008146535.jpg,Collins Nicholson Inland Waterways Map of Great Britain,Collins Maps,Sheet map,4.5,8.16,$,10.3,9780008146535,Transport,dataset/Transport/0000508.jpg,"For a hundred and fifty years, between the plod of packhorse trains and the arrival of the railways, canals were the high-tech water machine driving the industrial revolution. Amazing feats of engineering, they carried the rural into the city and the urban into the countryside, and changed the lives of everyone. And then, just when their purpose was extinguished by modern transport, they were saved from extinction and repurposed as a 'slow highways' network, a peaceful and countrywide haven from our too-busy age. Today, there are more boats on the canals than in their Victorian heyday. Writer and slow adventurer Jasper Winn spent a year exploring Britain's waterways on foot and by bike, in a kayak and on narrowboats. Along a thousand miles of 'wet roads and water streets' he discovered a world of wildlife corridors, underground adventures, the hardware of heritage and history, new boating communities, endurance kayak races and remote towpaths. He shared journeys with some of the last working boat people and met the anglers, walkers, boaters, activists, volunteers and eccentrics who have made the waterways their home. In Britain most of us live within five miles of a canal, and reading this book we will see them in an entirely new light."
508,508,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9291/9781929133932.jpg,Composite Materials Fabrication,John Wanberg,Paperback,4.5,22.82,$,27.0,9781929133932,Transport,dataset/Transport/0000509.jpg,"Some years ago in Paisley (Scotland) the International Conference on Composite Materials, headed by Professor I. Marshall, took place. During the conference, I presented a paper on the manufacturing and properties of the Soviet Union's composite materials. Soviet industry had made great achievements in the manufacturing of composite materials for aerospace and rocket applications. For example, the fraction of composites (predominantly carbon fibre reinforced plastics) in the large passenger aircrafts Tu-204 and 11-86 is 12-15% of the structure weight. The percentage by weight share of composites in military aircraft is greater and the fraction of composites (organic fibre reinforced plastics) used in military helicopters exceeds a half of the total structure weight. The nose parts of most rockets are produced in carbon-carbon materials. In the Soviet spacecraft 'Buran' many fuselage tubes are made of boron-aluminium composites. Carbon-aluminium is used for space mirrors and gas turbine blades. These are just a few examples of applications. Many participants at the Paisley conference suggested that the substantial Soviet experience in the field of composite materials should be distilled and presented in the form of a comprehensive reference publication. So the idea of the preparation and publication of a six volume work Soviet Advanced Composites Technology, edited by Professor I. Marshall and me, was born."
509,509,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8458/9781845843151.jpg,How to Modify Land Rover Discovery Defender & Range Rover,Ralph Hosier,Paperback,4.5,24.78,$,,9781845843151,Transport,dataset/Transport/0000510.jpg,"Some of the most popular Land Rover pastimes are detailed here, with explanations of how to take part and what equipment you need. This unique book explains how these versatile machines can be modified to suit a vast range of applications, from simple upgrades for easier everyday driving and servicing/renovation tips, right up to large scale conversions for racing, trialling and international expeditions. Everything is explained in clear, straightforward text, written by a qualified engineer and Land Rover enthusiast with many years of practical experience, and accompanied by detailed photographs to show the reader how it’s all done"
